"","ID","ecs","tcr","rcp","pulse","cool","term","start","theta","alpha","delta","prob"
"5841",5841,25,18,"RCP45",40,6,2400,2050,7,0.00616,0,0.02
"5842",5842,16,23,"RCP3PD",100,19,2500,2025,32,0.00764,0.01,0.04
"5843",5843,37,18,"RCP45",10,24,2500,2100,6,0.01873,0.03,0.04
"5844",5844,32,12,"RCP85",50,15,2400,2050,17,0.00384,0.07,0.08
"5845",5845,23,18,"RCP45",90,29,2600,2075,11,0.00669,0,0.04
"5846",5846,26,18,"RCP6",50,3,2500,2050,8,0.00565,0.04,0.1
"5847",5847,56,20,"RCP45",10,38,2300,2075,28,0.00386,0.07,0.09
"5848",5848,39,17,"RCP3PD",80,29,2300,2100,23,0.0057,0.07,0.07
"5849",5849,50,34,"RCP3PD",30,8,2300,2025,17,0.00634,0.04,0.01
"5850",5850,9,21,"RCP6",50,37,2300,2025,25,0.00907,0.06,0.06
"5851",5851,62,21,"RCP6",40,21,2300,2025,11,0.00725,0.04,0.01
"5852",5852,25,24,"RCP6",10,18,2300,2050,26,0.00532,0.04,0.02
"5853",5853,30,16,"RCP6",60,7,2400,2100,11,0.02229,0.06,0.02
"5854",5854,26,14,"RCP45",30,26,2600,2100,17,0.00549,0.06,0.06
"5855",5855,28,22,"RCP45",50,18,2600,2025,21,0.00562,0.07,0.07
"5856",5856,21,35,"RCP85",70,40,2400,2100,9,0.01819,0.06,0.1
"5857",5857,18,16,"RCP45",100,27,2500,2075,14,0.01148,0.04,0.08
"5858",5858,63,15,"RCP45",2,29,2600,2025,12,0.02858,0.03,0.1
"5859",5859,29,15,"RCP45",70,24,2400,2075,15,0.00392,0,0.01
"5860",5860,46,16,"RCP85",2,38,2400,2050,13,0.01619,0.01,0.06
"5861",5861,35,12,"RCP85",20,23,2300,2075,7,0.00081,0.02,0.1
"5862",5862,35,13,"RCP6",90,3,2300,2100,22,0.00386,0.03,0.01
"5863",5863,46,13,"RCP45",30,5,2300,2050,10,0.01001,0.02,0.02
"5864",5864,60,36,"RCP6",10,30,2400,2100,27,0.00305,0.03,0.08
"5865",5865,68,15,"RCP85",40,5,2600,2075,21,0.00526,0.05,0.07
"5866",5866,37,13,"RCP45",2,3,2400,2050,10,0.00598,0.06,0.01
"5867",5867,35,27,"RCP6",30,15,2400,2075,19,0.0106,0.04,0.08
"5868",5868,12,26,"RCP3PD",2,21,2600,2050,13,0.00349,0.06,0.01
"5869",5869,16,30,"RCP85",60,4,2500,2100,9,0.00376,0,0.06
"5870",5870,34,18,"RCP85",60,38,2400,2025,15,0.00923,0.04,0.01
"5871",5871,27,28,"RCP85",70,15,2400,2025,16,0.00663,0.01,0.07
"5872",5872,45,22,"RCP45",2,24,2500,2025,6,0.00312,0,0.01
"5873",5873,48,9,"RCP3PD",80,20,2500,2100,23,0.00447,0.05,0
"5874",5874,26,10,"RCP3PD",40,0,2400,2025,14,0.00888,0,0.04
"5875",5875,11,13,"RCP6",2,29,2300,2025,17,0.00279,0.04,0.08
"5876",5876,103,14,"RCP3PD",60,7,2600,2025,16,0.00785,0.03,0.09
"5877",5877,19,25,"RCP6",50,38,2600,2025,12,0.01736,0.03,0.05
"5878",5878,40,19,"RCP3PD",10,15,2400,2050,10,0.00346,0,0.08
"5879",5879,61,27,"RCP3PD",60,3,2600,2100,23,0.00894,0.06,0.03
"5880",5880,29,32,"RCP3PD",70,19,2400,2050,14,0.00396,0.05,0.04
"5881",5881,31,15,"RCP3PD",70,29,2400,2075,14,0.00434,0.01,0.04
"5882",5882,28,16,"RCP85",20,20,2600,2050,13,0.00124,0.04,0.04
"5883",5883,22,22,"RCP45",10,5,2600,2025,12,0.0162,0.02,0.02
"5884",5884,60,17,"RCP6",90,36,2300,2075,13,0.00136,0.03,0.08
"5885",5885,39,14,"RCP85",20,3,2300,2025,8,0.00158,0.03,0.06
"5886",5886,37,18,"RCP6",60,30,2300,2050,29,0.00427,0.03,0.01
"5887",5887,93,14,"RCP85",70,32,2300,2050,13,0.00175,0,0.1
"5888",5888,39,17,"RCP6",2,23,2300,2075,33,0.01394,0.05,0.1
"5889",5889,35,12,"RCP3PD",70,18,2600,2025,17,0.00423,0.01,0.1
"5890",5890,27,12,"RCP3PD",20,0,2400,2075,12,0.00889,0.07,0
"5891",5891,34,28,"RCP85",30,3,2500,2100,15,0.0116,0.03,0.04
"5892",5892,16,23,"RCP85",60,31,2600,2100,7,0.00431,0.02,0.05
"5893",5893,35,13,"RCP45",80,1,2300,2050,16,0.00428,0.04,0.1
"5894",5894,25,10,"RCP45",20,11,2400,2025,14,0.01726,0.07,0.08
"5895",5895,23,17,"RCP45",80,25,2500,2100,32,0.00924,0.01,0.09
"5896",5896,30,13,"RCP85",60,35,2500,2100,17,0.00192,0.04,0.01
"5897",5897,40,18,"RCP45",30,26,2300,2025,20,0.03613,0.02,0.07
"5898",5898,44,13,"RCP45",90,34,2400,2050,8,0.00171,0.03,0.09
"5899",5899,24,13,"RCP45",80,36,2500,2100,21,0.00996,0.03,0.02
"5900",5900,32,18,"RCP45",20,37,2300,2050,34,0.01308,0.02,0.08
"5901",5901,22,15,"RCP3PD",90,35,2600,2075,17,0.00941,0.01,0.02
"5902",5902,14,20,"RCP6",100,6,2500,2050,16,0.00172,0,0
"5903",5903,28,23,"RCP3PD",100,38,2600,2025,14,0.01161,0.01,0.09
"5904",5904,18,15,"RCP3PD",70,13,2500,2100,13,0.00179,0.02,0.08
"5905",5905,12,14,"RCP45",50,12,2600,2050,12,0.00553,0.06,0.06
"5906",5906,24,8,"RCP85",20,14,2600,2050,15,0.00509,0.03,0.01
"5907",5907,29,12,"RCP85",2,25,2600,2100,13,0.0047,0,0.1
"5908",5908,29,25,"RCP45",90,34,2600,2025,13,0.01076,0.02,0.1
"5909",5909,32,18,"RCP6",90,21,2500,2075,16,0.006,0.07,0.01
"5910",5910,49,10,"RCP45",20,18,2400,2100,10,0.00648,0.02,0.09
"5911",5911,30,34,"RCP3PD",60,23,2500,2100,17,0.00432,0.03,0.06
"5912",5912,76,17,"RCP45",70,11,2600,2100,19,0.00206,0.03,0
"5913",5913,33,28,"RCP85",80,11,2400,2050,12,0.00764,0.04,0.09
"5914",5914,40,20,"RCP85",20,26,2500,2100,19,0.00498,0,0.03
"5915",5915,24,18,"RCP6",20,26,2400,2100,17,0.01175,0.05,0.08
"5916",5916,38,14,"RCP3PD",30,28,2500,2050,15,0.00195,0.02,0.09
"5917",5917,39,12,"RCP6",2,14,2500,2025,11,0.00253,0.04,0.07
"5918",5918,52,22,"RCP6",30,38,2300,2075,20,0.01499,0.05,0
"5919",5919,65,22,"RCP45",90,20,2600,2100,17,0.00289,0.06,0.08
"5920",5920,34,18,"RCP6",80,4,2400,2075,15,0.0105,0.01,0.08
"5921",5921,29,18,"RCP3PD",10,23,2500,2075,9,0.00224,0,0
"5922",5922,55,40,"RCP3PD",40,25,2500,2075,4,0.00406,0.05,0.09
"5923",5923,41,24,"RCP6",40,4,2400,2050,16,0.0135,0.06,0.04
"5924",5924,16,19,"RCP3PD",30,12,2500,2075,15,0.01386,0.02,0.04
"5925",5925,35,14,"RCP85",2,25,2600,2100,15,0.00402,0.07,0.09
"5926",5926,67,16,"RCP3PD",2,17,2300,2050,15,0.00323,0.01,0.06
"5927",5927,33,21,"RCP85",80,7,2500,2050,15,0.00766,0.06,0.07
"5928",5928,120,7,"RCP85",60,21,2500,2025,14,0.00568,0.01,0.05
"5929",5929,26,12,"RCP6",50,21,2300,2075,6,0.00464,0,0.01
"5930",5930,11,26,"RCP6",90,18,2500,2075,12,0.00989,0,0.02
"5931",5931,97,14,"RCP3PD",70,13,2300,2075,29,0.00983,0.02,0.01
"5932",5932,35,31,"RCP85",10,7,2600,2075,25,0.00279,0.07,0.08
"5933",5933,22,32,"RCP85",20,31,2400,2075,14,0.0056,0.07,0.08
"5934",5934,43,27,"RCP3PD",40,2,2300,2100,20,0.00275,0.03,0.02
"5935",5935,23,13,"RCP45",40,2,2500,2075,21,0.00237,0.03,0.04
"5936",5936,17,10,"RCP6",90,1,2400,2050,10,0.00927,0.06,0.09
"5937",5937,71,18,"RCP6",40,30,2600,2075,24,0.00631,0.07,0.06
"5938",5938,68,18,"RCP85",50,33,2400,2075,15,0.00262,0.07,0.08
"5939",5939,18,16,"RCP3PD",60,29,2600,2050,18,0.0059,0.04,0
"5940",5940,51,13,"RCP3PD",100,3,2600,2050,10,0.00721,0.05,0.06
"5941",5941,55,13,"RCP6",90,36,2500,2025,10,0.00194,0.06,0.1
"5942",5942,32,19,"RCP85",100,37,2500,2025,19,0.02628,0.04,0.01
"5943",5943,38,17,"RCP3PD",40,39,2400,2075,22,0.00607,0.06,0.04
"5944",5944,41,18,"RCP85",80,38,2400,2075,16,0.00623,0.05,0.07
"5945",5945,18,40,"RCP3PD",60,32,2400,2075,25,0.01195,0.03,0.07
"5946",5946,53,17,"RCP3PD",100,9,2500,2100,11,0.00261,0.01,0.04
"5947",5947,30,14,"RCP85",20,9,2400,2050,11,0.0042,0.06,0.03
"5948",5948,74,32,"RCP3PD",100,33,2300,2075,15,0.00316,0.05,0.04
"5949",5949,39,14,"RCP3PD",90,32,2600,2025,28,0.00247,0.01,0.07
"5950",5950,12,22,"RCP3PD",10,40,2500,2075,20,0.00932,0.03,0.1
"5951",5951,34,16,"RCP45",90,36,2300,2075,15,0.00476,0.01,0.1
"5952",5952,38,23,"RCP6",10,38,2600,2100,11,0.00503,0.02,0.01
"5953",5953,67,20,"RCP45",50,15,2600,2025,7,0.01621,0.01,0.09
"5954",5954,54,17,"RCP45",50,17,2600,2050,17,0.00664,0.01,0.07
"5955",5955,33,14,"RCP3PD",20,30,2600,2025,18,0.00483,0.02,0.04
"5956",5956,27,18,"RCP85",50,7,2300,2075,19,0.01626,0.02,0.08
"5957",5957,10,19,"RCP3PD",100,31,2600,2025,30,0.013,0.03,0.01
"5958",5958,39,13,"RCP6",10,35,2300,2050,24,0.00604,0.02,0.1
"5959",5959,72,11,"RCP45",30,35,2600,2100,8,0.00483,0.02,0.02
"5960",5960,14,28,"RCP45",60,22,2500,2025,24,0.00323,0.07,0.1
"5961",5961,31,11,"RCP3PD",40,11,2500,2025,19,0.00553,0.05,0.1
"5962",5962,29,19,"RCP85",30,35,2300,2025,12,0.00249,0.04,0.07
"5963",5963,17,19,"RCP6",10,3,2500,2025,13,0.00765,0.03,0.05
"5964",5964,13,14,"RCP45",30,32,2500,2100,10,0.00322,0.05,0.07
"5965",5965,31,18,"RCP6",70,8,2300,2100,10,0.0094,0.06,0.1
"5966",5966,74,20,"RCP3PD",30,29,2400,2100,14,0.00259,0.06,0.02
"5967",5967,28,18,"RCP85",80,19,2500,2025,11,0.00178,0.02,0.04
"5968",5968,30,14,"RCP6",30,35,2400,2100,16,0.0066,0.07,0.01
"5969",5969,36,22,"RCP3PD",70,2,2500,2100,12,0.00676,0.04,0.04
"5970",5970,50,26,"RCP85",30,23,2500,2075,19,0.00629,0.03,0.06
"5971",5971,37,11,"RCP6",100,9,2400,2050,13,0.00419,0.01,0.06
"5972",5972,28,20,"RCP6",80,25,2400,2050,23,0.00186,0.04,0.03
"5973",5973,27,18,"RCP45",30,13,2500,2075,31,0.00663,0.06,0.03
"5974",5974,23,11,"RCP85",70,33,2400,2050,8,0.00661,0.02,0.08
"5975",5975,47,46,"RCP85",30,29,2600,2075,21,0.00792,0.04,0.09
"5976",5976,33,24,"RCP3PD",90,17,2400,2025,26,0.0097,0.02,0.09
"5977",5977,39,16,"RCP85",40,21,2500,2075,9,0.00179,0.01,0.08
"5978",5978,40,19,"RCP45",70,31,2300,2050,16,0.00317,0.07,0.09
"5979",5979,42,14,"RCP85",30,33,2600,2100,31,0.01048,0.02,0.06
"5980",5980,30,23,"RCP3PD",50,1,2400,2100,8,0.0086,0.06,0.09
"5981",5981,14,16,"RCP3PD",70,35,2600,2050,39,0.01514,0,0.01
"5982",5982,36,13,"RCP85",10,7,2400,2050,13,0.00236,0,0.09
"5983",5983,14,7,"RCP3PD",100,40,2600,2050,12,0.02424,0.06,0.02
"5984",5984,19,9,"RCP85",30,23,2600,2050,13,0.00579,0.06,0.02
"5985",5985,26,11,"RCP85",80,5,2600,2100,11,0.00788,0.07,0.03
"5986",5986,32,14,"RCP85",80,34,2500,2075,11,0.00073,0,0.07
"5987",5987,42,18,"RCP3PD",20,15,2400,2050,21,0.00289,0.05,0.1
"5988",5988,72,26,"RCP85",60,30,2300,2025,10,0.00479,0.02,0.1
"5989",5989,18,31,"RCP45",100,34,2600,2100,7,0.01919,0.03,0.09
"5990",5990,94,22,"RCP3PD",50,31,2400,2050,7,0.0025,0.03,0.1
"5991",5991,47,32,"RCP85",2,38,2400,2075,8,0.0066,0.04,0.03
"5992",5992,31,17,"RCP45",90,11,2600,2100,30,0.00564,0.06,0.05
"5993",5993,46,14,"RCP45",2,37,2500,2050,16,0.00489,0.03,0.03
"5994",5994,9,18,"RCP85",20,11,2300,2050,16,0.00767,0.06,0.04
"5995",5995,42,13,"RCP6",50,21,2500,2100,13,0.00269,0.03,0.08
"5996",5996,33,34,"RCP45",50,28,2500,2100,7,0.00054,0.03,0.04
"5997",5997,18,21,"RCP6",80,21,2400,2025,17,0.00511,0.06,0
"5998",5998,27,30,"RCP45",80,34,2300,2075,16,0.02051,0.06,0.08
"5999",5999,68,34,"RCP45",20,33,2400,2025,23,0.00269,0.04,0.1
"6000",6000,28,25,"RCP45",30,4,2600,2075,29,0.0152,0.01,0.07
"6001",6001,32,26,"RCP3PD",60,32,2600,2050,18,0.00113,0,0.01
"6002",6002,12,15,"RCP6",60,33,2500,2025,23,0.00536,0.04,0.03
"6003",6003,36,18,"RCP3PD",70,28,2600,2075,14,0.0041,0.01,0.06
"6004",6004,46,16,"RCP85",90,40,2400,2075,19,0.00337,0.05,0.04
"6005",6005,54,23,"RCP3PD",30,17,2500,2025,11,0.01543,0.02,0.07
"6006",6006,16,22,"RCP3PD",20,4,2400,2050,12,0.09192,0,0.09
"6007",6007,37,18,"RCP85",90,16,2500,2100,7,0.00568,0.05,0.1
"6008",6008,33,24,"RCP85",30,38,2600,2075,20,0.00687,0,0.06
"6009",6009,17,16,"RCP3PD",20,10,2500,2025,16,0.00161,0.02,0.03
"6010",6010,40,9,"RCP6",90,25,2300,2075,20,0.00279,0.07,0.04
"6011",6011,23,24,"RCP6",70,18,2400,2050,15,0.00353,0.06,0.05
"6012",6012,19,20,"RCP6",40,30,2500,2100,32,0.00315,0.06,0.01
"6013",6013,56,19,"RCP6",30,36,2600,2075,14,0.00516,0.01,0.01
"6014",6014,21,20,"RCP85",20,16,2300,2075,11,0.00952,0.01,0
"6015",6015,23,12,"RCP45",40,28,2600,2050,42,0.00554,0.06,0.02
"6016",6016,57,24,"RCP3PD",70,37,2600,2025,18,0.00443,0.05,0.09
"6017",6017,58,36,"RCP85",40,19,2500,2100,10,0.00899,0.02,0.02
"6018",6018,23,17,"RCP3PD",10,6,2500,2100,7,0.00501,0.05,0.08
"6019",6019,20,17,"RCP45",20,29,2400,2025,18,0.01116,0.01,0.02
"6020",6020,43,38,"RCP3PD",70,13,2500,2025,15,0.00675,0.06,0.03
"6021",6021,15,15,"RCP45",90,16,2400,2025,28,0.05161,0.07,0.01
"6022",6022,69,22,"RCP45",40,24,2300,2025,31,0.01445,0.06,0.06
"6023",6023,96,25,"RCP85",40,34,2600,2025,15,0.0029,0.06,0.03
"6024",6024,31,14,"RCP6",40,4,2300,2050,20,0.00331,0.04,0.08
"6025",6025,61,39,"RCP45",2,3,2300,2075,14,0.00681,0.03,0.02
"6026",6026,41,22,"RCP45",30,20,2300,2075,17,0.0056,0.05,0.03
"6027",6027,39,17,"RCP45",60,27,2400,2025,15,0.00263,0,0.06
"6028",6028,20,21,"RCP45",2,30,2300,2050,10,0.01359,0.05,0.02
"6029",6029,28,31,"RCP45",10,19,2300,2050,19,0.01384,0,0.07
"6030",6030,36,10,"RCP85",20,17,2400,2050,20,0.01862,0.02,0.05
"6031",6031,65,11,"RCP45",2,12,2400,2075,12,0.00243,0.07,0.01
"6032",6032,16,19,"RCP6",80,5,2500,2025,11,0.00221,0.05,0.03
"6033",6033,74,11,"RCP45",100,3,2400,2075,12,0.00121,0.06,0.09
"6034",6034,26,10,"RCP6",100,4,2500,2100,28,0.00733,0.02,0.07
"6035",6035,16,17,"RCP85",2,22,2500,2025,20,0.00267,0.06,0.01
"6036",6036,41,22,"RCP45",50,1,2500,2025,6,0.00441,0.07,0.06
"6037",6037,81,23,"RCP6",2,23,2300,2100,21,0.00762,0.02,0.1
"6038",6038,39,16,"RCP6",2,12,2600,2100,15,0.00951,0.07,0.05
"6039",6039,29,48,"RCP85",100,35,2400,2100,17,0.00169,0,0.07
"6040",6040,41,23,"RCP85",20,11,2400,2075,9,0.0109,0.01,0
"6041",6041,34,16,"RCP45",60,15,2400,2075,17,0.00734,0.02,0.06
"6042",6042,43,11,"RCP85",50,21,2400,2100,9,0.00479,0.05,0.04
"6043",6043,25,9,"RCP85",40,40,2300,2050,15,0.0707,0.02,0.06
"6044",6044,28,22,"RCP3PD",2,37,2600,2050,29,0.00804,0.04,0.02
"6045",6045,27,26,"RCP45",2,14,2300,2075,22,0.0034,0.02,0
"6046",6046,44,16,"RCP85",70,15,2500,2025,15,0.00635,0,0.02
"6047",6047,23,17,"RCP6",40,34,2600,2100,11,0.00716,0.04,0.02
"6048",6048,19,11,"RCP3PD",50,9,2400,2100,11,0.01091,0.01,0.02
"6049",6049,22,11,"RCP85",2,29,2600,2050,9,0.00549,0.03,0.07
"6050",6050,48,11,"RCP85",70,29,2300,2075,8,0.00754,0.06,0.06
"6051",6051,40,22,"RCP45",40,22,2400,2075,7,0.00813,0.02,0.01
"6052",6052,31,10,"RCP85",60,8,2400,2025,27,0.00359,0.07,0.07
"6053",6053,40,13,"RCP3PD",80,2,2600,2025,23,0.00941,0.07,0
"6054",6054,18,38,"RCP85",70,8,2400,2050,14,0.00713,0.04,0.04
"6055",6055,83,18,"RCP6",20,18,2400,2050,32,0.03073,0,0.01
"6056",6056,17,13,"RCP45",60,5,2400,2050,17,0.00289,0.05,0.07
"6057",6057,55,25,"RCP85",20,21,2300,2075,11,0.01044,0.05,0.08
"6058",6058,96,18,"RCP45",10,1,2300,2025,11,0.00384,0,0.06
"6059",6059,23,13,"RCP3PD",10,40,2600,2050,12,0.01002,0.03,0.09
"6060",6060,29,7,"RCP85",10,11,2300,2100,9,0.00453,0.01,0
"6061",6061,24,29,"RCP3PD",100,18,2500,2050,12,0.00534,0,0.08
"6062",6062,28,18,"RCP45",100,24,2300,2075,10,0.00862,0.04,0.04
"6063",6063,25,18,"RCP3PD",60,28,2400,2050,13,0.00196,0.01,0.05
"6064",6064,33,10,"RCP45",80,28,2400,2100,27,0.00209,0.04,0.04
"6065",6065,46,18,"RCP45",70,31,2600,2025,11,0.00894,0.01,0.01
"6066",6066,38,20,"RCP45",60,16,2600,2050,12,0.00822,0.06,0.06
"6067",6067,26,22,"RCP45",50,34,2600,2075,13,0.02737,0.03,0.1
"6068",6068,23,17,"RCP45",60,14,2600,2025,13,0.00987,0.07,0.06
"6069",6069,15,11,"RCP3PD",80,32,2400,2100,14,0.00363,0.07,0.04
"6070",6070,34,30,"RCP6",80,32,2600,2025,17,0.0059,0.05,0.02
"6071",6071,13,29,"RCP3PD",80,16,2400,2100,16,0.00363,0.04,0.08
"6072",6072,27,14,"RCP85",30,13,2500,2025,30,0.00168,0.05,0.05
"6073",6073,16,42,"RCP3PD",60,6,2600,2075,12,0.00525,0.02,0.08
"6074",6074,45,7,"RCP6",100,35,2300,2100,17,0.0103,0.01,0.01
"6075",6075,42,23,"RCP85",100,39,2300,2025,22,0.03447,0.06,0.09
"6076",6076,115,17,"RCP3PD",90,40,2300,2050,21,0.00334,0.07,0.09
"6077",6077,30,31,"RCP3PD",80,15,2500,2075,14,0.01193,0.04,0.03
"6078",6078,30,32,"RCP45",40,22,2300,2050,19,0.00947,0.03,0
"6079",6079,120,18,"RCP3PD",2,25,2300,2075,22,0.00525,0.06,0.03
"6080",6080,63,13,"RCP3PD",90,16,2600,2100,23,0.00408,0.04,0.08
"6081",6081,44,11,"RCP3PD",70,20,2400,2100,15,0.00695,0.04,0.02
"6082",6082,62,28,"RCP3PD",30,25,2500,2025,18,0.01159,0,0.04
"6083",6083,24,10,"RCP85",90,34,2400,2050,13,0.00487,0.03,0.08
"6084",6084,41,14,"RCP3PD",70,5,2600,2025,8,0.00168,0.06,0.09
"6085",6085,37,12,"RCP6",2,38,2500,2075,13,0.00719,0.02,0.06
"6086",6086,31,36,"RCP85",90,36,2500,2050,8,0.00114,0.06,0.07
"6087",6087,20,15,"RCP6",10,3,2600,2050,30,0.00716,0,0.05
"6088",6088,54,6,"RCP85",10,11,2300,2025,10,0.03595,0.04,0
"6089",6089,14,32,"RCP3PD",20,20,2600,2075,14,0.00641,0.03,0.1
"6090",6090,103,13,"RCP6",20,22,2300,2100,17,0.00243,0.02,0.07
"6091",6091,47,18,"RCP6",60,9,2300,2025,63,0.01422,0,0
"6092",6092,30,20,"RCP6",40,14,2600,2025,26,0.00472,0.01,0.01
"6093",6093,19,11,"RCP3PD",30,6,2300,2050,23,0.00187,0.03,0.07
"6094",6094,35,15,"RCP3PD",80,16,2500,2100,7,0.00165,0,0.07
"6095",6095,46,15,"RCP45",40,21,2300,2050,10,0.00234,0.01,0.09
"6096",6096,42,47,"RCP6",30,36,2400,2075,16,0.01192,0.02,0.08
"6097",6097,34,21,"RCP3PD",100,1,2500,2025,18,0.00285,0.03,0.04
"6098",6098,25,46,"RCP3PD",20,7,2600,2025,22,0.00632,0,0.03
"6099",6099,36,20,"RCP3PD",90,13,2400,2100,13,0.00196,0.07,0.03
"6100",6100,18,14,"RCP6",40,21,2500,2025,20,0.00809,0.02,0.06
"6101",6101,25,15,"RCP3PD",20,25,2600,2050,16,0.00313,0.05,0.09
"6102",6102,26,25,"RCP45",40,10,2300,2075,10,0.00487,0.02,0.04
"6103",6103,50,37,"RCP6",50,23,2300,2050,8,0.00298,0.05,0.07
"6104",6104,34,15,"RCP6",20,5,2400,2075,13,0.00702,0.04,0.09
"6105",6105,20,16,"RCP6",30,0,2400,2025,17,0.01096,0.07,0.08
"6106",6106,26,21,"RCP6",80,32,2600,2025,24,0.01865,0.03,0.05
"6107",6107,16,12,"RCP85",2,31,2500,2075,11,0.00631,0,0.07
"6108",6108,26,23,"RCP85",20,28,2400,2050,22,0.00323,0.07,0.08
"6109",6109,40,29,"RCP45",40,39,2300,2050,8,0.00489,0,0.04
"6110",6110,26,28,"RCP6",10,25,2400,2075,18,0.00744,0.04,0.01
"6111",6111,27,12,"RCP45",90,20,2400,2025,12,0.01215,0,0.02
"6112",6112,28,30,"RCP45",40,32,2400,2100,14,0.00736,0.02,0.09
"6113",6113,53,16,"RCP85",80,21,2400,2025,21,0.00169,0.06,0.03
"6114",6114,19,28,"RCP3PD",50,20,2400,2025,27,0.00667,0.07,0.09
"6115",6115,19,31,"RCP85",70,24,2500,2075,16,0.00624,0.04,0
"6116",6116,68,16,"RCP3PD",10,26,2300,2050,15,0.00333,0,0.07
"6117",6117,36,21,"RCP6",70,21,2500,2100,19,0.00177,0.06,0.07
"6118",6118,33,11,"RCP45",70,24,2500,2025,6,0.00493,0.01,0.09
"6119",6119,41,13,"RCP3PD",40,8,2500,2050,12,0.01436,0.01,0.01
"6120",6120,26,20,"RCP6",90,32,2300,2100,10,0.0036,0,0.07
"6121",6121,46,19,"RCP6",30,21,2400,2050,14,0.01437,0,0.08
"6122",6122,59,29,"RCP6",50,19,2600,2050,23,0.00531,0.07,0
"6123",6123,19,18,"RCP85",30,14,2600,2075,26,0.00651,0.02,0.1
"6124",6124,23,19,"RCP3PD",70,8,2600,2025,17,0.0691,0.02,0.04
"6125",6125,27,13,"RCP3PD",50,28,2600,2025,12,0.00208,0.03,0
"6126",6126,25,32,"RCP45",40,5,2600,2100,22,0.00862,0.05,0.04
"6127",6127,42,15,"RCP6",30,14,2600,2075,10,0.0063,0.03,0.02
"6128",6128,16,19,"RCP85",10,10,2300,2100,12,0.00281,0.03,0.01
"6129",6129,28,14,"RCP45",2,7,2600,2100,16,0.02576,0.05,0.03
"6130",6130,40,26,"RCP6",60,35,2600,2075,22,0.01177,0.01,0.08
"6131",6131,36,22,"RCP6",40,13,2600,2050,14,0.00445,0.07,0.04
"6132",6132,21,40,"RCP6",10,21,2500,2075,19,0.01136,0.01,0.09
"6133",6133,55,24,"RCP85",60,34,2300,2025,9,0.01153,0.04,0.04
"6134",6134,117,15,"RCP3PD",90,6,2300,2100,12,0.01868,0.01,0.04
"6135",6135,19,34,"RCP45",20,33,2300,2075,14,0.00683,0.07,0.06
"6136",6136,12,22,"RCP6",80,39,2300,2025,10,0.00196,0.05,0.02
"6137",6137,30,24,"RCP45",90,3,2600,2025,9,0.00144,0.03,0.04
"6138",6138,14,29,"RCP45",30,22,2600,2025,12,0.00917,0.05,0.06
"6139",6139,37,16,"RCP85",70,4,2600,2050,25,0.0024,0.02,0.07
"6140",6140,9,16,"RCP6",60,31,2500,2075,14,0.00247,0.04,0.04
"6141",6141,41,25,"RCP3PD",10,5,2500,2025,16,0.00357,0.05,0.04
"6142",6142,22,16,"RCP6",50,13,2500,2025,17,0.00613,0.03,0.03
"6143",6143,83,17,"RCP85",2,4,2600,2075,16,0.00222,0.04,0.09
"6144",6144,27,11,"RCP3PD",2,23,2600,2075,14,0.00593,0.03,0
"6145",6145,24,25,"RCP3PD",40,15,2400,2100,33,0.00425,0.02,0.1
"6146",6146,66,6,"RCP85",40,25,2500,2050,25,0.01187,0.05,0.09
"6147",6147,44,25,"RCP6",2,27,2600,2025,13,0.01326,0.03,0.08
"6148",6148,18,27,"RCP85",40,21,2500,2075,6,0.00284,0.01,0.02
"6149",6149,12,16,"RCP45",30,29,2400,2100,23,0.00506,0.07,0.03
"6150",6150,22,22,"RCP6",100,37,2400,2100,5,0.01172,0.04,0.08
"6151",6151,51,22,"RCP3PD",10,33,2300,2100,15,0.00506,0.03,0
"6152",6152,30,17,"RCP6",40,17,2300,2075,27,0.00265,0.06,0.02
"6153",6153,14,14,"RCP85",100,14,2500,2100,26,0.01076,0.02,0.04
"6154",6154,58,32,"RCP6",60,29,2400,2100,11,0.00662,0.06,0.03
"6155",6155,13,40,"RCP3PD",40,10,2300,2050,14,0.00562,0.04,0.1
"6156",6156,22,16,"RCP85",50,17,2400,2100,23,0.00737,0.01,0.04
"6157",6157,71,15,"RCP3PD",10,6,2400,2050,25,0.00321,0.05,0.07
"6158",6158,51,20,"RCP6",60,18,2600,2100,18,0.03707,0.04,0.04
"6159",6159,26,33,"RCP45",90,14,2300,2050,26,0.00747,0.05,0
"6160",6160,39,18,"RCP6",30,26,2600,2100,6,0.00172,0,0.03
"6161",6161,14,10,"RCP45",20,12,2300,2100,17,0.01564,0.07,0.07
"6162",6162,33,9,"RCP45",50,16,2400,2050,17,0.00555,0.05,0.04
"6163",6163,26,14,"RCP3PD",20,34,2300,2075,11,0.00295,0,0.03
"6164",6164,16,12,"RCP45",70,8,2300,2050,15,0.00309,0.02,0.02
"6165",6165,42,14,"RCP45",60,20,2500,2100,10,0.00933,0.05,0.08
"6166",6166,33,20,"RCP6",50,14,2400,2025,17,0.01542,0.01,0.08
"6167",6167,29,15,"RCP6",100,39,2400,2025,14,0.00432,0.01,0
"6168",6168,10,25,"RCP3PD",10,36,2400,2100,23,0.00323,0.04,0.07
"6169",6169,18,18,"RCP45",100,10,2600,2075,11,0.00613,0.07,0.07
"6170",6170,18,12,"RCP85",100,11,2500,2050,25,0.00239,0.01,0.04
"6171",6171,26,26,"RCP3PD",40,14,2600,2050,16,0.01613,0.01,0.04
